,YEAR,ACTIVE YEAR,CODE STATUS,TYPE OF VIOLENCE,SIDE A,SIDE B,STATE,LATITUDE,LONGITUDE,NO OF DEATHS FROM SIDE A,NO OF DEATHS FROM SIDE B,NO OF DEATHS OF CIVILIANS,NO OF UNKNOWN DEATHS,TOTAL DEATHS
240,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565,74.676,0,0,1,0,1
241,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.841097,74.462821,1,0,3,0,4
242,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.25,74.25,0,0,3,0,3
243,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.049509,74.074802,0,0,1,0,1
244,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565,74.676,1,0,0,0,1
245,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.76921,74.101267,0,0,1,0,1
246,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.25,74.25,0,0,3,0,3
247,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.726847,74.127315,0,0,3,0,3
248,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.172363,76.182296,1,0,0,0,1
249,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.75,74.01,0,0,3,0,3
250,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565321,74.698272,1,0,0,0,1
251,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.880953,74.699188,0,0,1,0,1
252,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.774468,74.094086,0,0,1,0,1
253,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565,74.676,0,0,0,0,0
254,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.77,74.1,0,0,3,0,3
255,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.478715,74.764663,0,0,1,0,1
256,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.502565,74.776135,0,0,2,0,2
257,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.085396,74.234832,1,0,0,0,1
258,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.880953,74.699188,1,0,0,0,1
259,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.085396,74.234832,0,0,1,0,1
260,2002,1,Clear,1,Government of India,Government of Pakistan,Rajasthan ,29.92769,73.895423,1,0,0,0,1
261,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.525291,76.045486,1,0,0,0,1
262,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.77,74.1,0,0,1,0,1
263,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.457339,75.156471,1,0,0,0,1
264,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.69238,74.35925,0,0,1,0,1
265,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.69238,74.35925,4,0,0,0,4
266,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.049509,74.074802,1,0,0,0,1
267,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.69238,74.35925,1,0,0,0,1
268,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.172363,76.182296,1,0,0,0,1
269,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.525291,76.045486,0,0,1,0,1
270,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.049509,74.074802,4,0,0,0,4
271,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565321,74.698272,1,0,0,0,1
272,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.049509,74.074802,0,0,1,0,1
273,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.719748,74.050646,1,0,0,0,1
274,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.085396,74.234832,1,0,0,0,1
275,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565,74.676,0,0,0,0,0
276,2002,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565,74.676,1,0,0,0,1
277,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.372601,74.167293,1,0,0,0,1
278,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.391819,73.839226,0,0,0,0,0
279,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.666697,73.966538,0,0,1,0,1
280,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.831266,74.046931,0,0,2,0,2
281,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.77,74.1,0,0,0,0,0
282,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565,74.676,1,0,0,0,1
283,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.645253,74.075317,1,0,1,0,2
284,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565,74.676,1,0,0,0,1
285,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.845177,74.284996,0,0,2,0,2
286,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565,74.676,5,0,0,0,5
287,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.776667,74.097076,4,0,0,0,4
288,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.391819,73.839226,0,0,4,0,4
289,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.085396,74.234832,0,0,1,0,1
290,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.525291,76.045486,0,0,1,0,1
291,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.04772,73.933357,0,0,1,0,1
292,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.357933,73.739723,0,0,1,0,1
293,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.079214,74.079845,0,0,1,0,1
294,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.119784,73.99168,0,0,1,0,1
295,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.357933,73.739723,0,0,4,0,4
296,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.595178,74.097586,1,0,0,0,1
297,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.414058,75.739524,0,0,1,0,1
298,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.645253,74.075317,0,0,1,0,1
299,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.085396,74.234832,1,0,0,0,1
300,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.525291,76.045486,1,0,0,0,1
301,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.70528,73.92028,0,0,6,0,6
302,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.75,74.01,1,0,0,0,1
303,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.75,74.01,1,0,0,0,1
304,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.414058,75.739524,0,0,2,0,2
305,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.75,74.01,0,5,0,0,5
306,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.085396,74.234832,0,0,1,0,1
307,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.525291,76.045486,0,0,1,0,1
308,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.91667,76.66667,0,0,3,0,3
309,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.659722,74.779682,0,0,3,0,3
310,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.049509,74.074802,1,0,0,0,1
311,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.085396,74.234832,1,0,0,0,1
312,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.75,74.01,1,0,0,0,1
313,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.079214,74.079845,1,0,1,0,2
314,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.357933,73.739723,1,0,0,0,1
315,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.525932,76.13417,0,0,1,0,1
316,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.77,74.1,2,0,0,0,2
317,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.525291,76.045486,1,0,0,0,1
318,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.91667,76.66667,0,0,1,0,1
319,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.085396,74.234832,1,0,0,0,1
320,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.841097,74.462821,1,0,0,0,1
321,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,35.174722,77.070833,0,0,4,0,4
322,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.079214,74.079845,0,0,1,0,1
323,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.56947,74.276508,0,0,2,0,2
324,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.656944,76.341667,0,0,2,0,2
325,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.172363,76.182296,0,0,2,0,2
326,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.845177,74.284996,1,0,0,0,1
327,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.636695,74.773751,0,0,2,0,2
328,2003,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.98056,74.299549,0,0,1,0,1
329,2008,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.91667,76.66667,1,0,0,0,1
330,2008,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.372601,74.167293,0,0,0,0,0
331,2008,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.463608,74.197139,1,0,0,0,1
332,2008,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565,74.676,0,0,0,0,0
333,2010,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.75,74.01,1,0,0,0,1
334,2010,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.60317,73.979198,0,1,0,0,1
335,2010,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.69238,74.35925,0,0,2,0,2
336,2010,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.738465,74.527477,1,0,1,0,2
337,2010,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.741799,74.534137,1,0,0,0,1
338,2010,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.595178,74.097586,1,0,0,0,1
339,2010,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.70526,74.060559,1,0,0,0,1
340,2011,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.75,74.83333,1,0,0,0,1
341,2011,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565,74.676,0,3,0,0,3
342,2012,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.787211,74.573455,0,1,0,0,1
343,2012,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.70526,74.060559,1,0,0,0,1
344,2012,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.75,74.83333,1,0,0,0,1
345,2012,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.880953,74.699188,0,0,0,1,1
346,2012,0,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.998979,74.055393,0,0,3,0,3
347,2013,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565,74.676,2,0,0,0,2
348,2013,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.61044,74.13883,2,0,0,0,2
349,2013,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.75,74.01,0,0,0,0,0
350,2013,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.83333,75.16667,0,1,0,0,1
351,2013,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.085396,74.234832,0,1,0,0,1
352,2013,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.75,74.01,1,0,0,0,1
353,2013,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.853673,73.750729,0,1,0,0,1
354,2013,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.483006,74.933418,1,0,0,0,1
355,2013,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.75278,74.03056,5,0,0,0,5
356,2013,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.75,74.01,1,0,0,0,1
357,2013,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.75,74.83333,1,0,0,0,1
358,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565,74.676,0,0,0,0,0
359,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.47,74.9,1,1,0,0,2
360,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.57523,75.10929,0,1,0,0,1
361,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.44179,75.057907,0,1,0,0,1
362,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.57523,75.10929,0,1,0,0,1
363,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.520378,74.798998,0,4,0,0,4
364,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.502706,74.169471,1,0,0,0,1
365,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.148049,74.50988,1,0,0,0,1
366,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.478715,74.764663,1,0,0,0,1
367,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565,74.676,0,0,0,0,0
368,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.47459,74.663551,0,0,2,0,2
369,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.60317,73.979198,0,0,0,0,0
370,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.478715,74.764663,0,0,1,0,1
371,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565321,74.698272,0,0,1,0,1
372,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.850901,74.319953,0,0,1,0,1
373,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.478715,74.764663,0,0,2,0,2
374,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.478715,74.764663,0,0,4,0,4
375,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.57523,75.10929,0,0,0,0,0
376,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.47,74.9,0,0,2,0,2
377,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.857816,73.760426,0,0,1,0,1
378,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.119784,73.99168,1,0,1,0,2
379,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.44179,75.057907,1,0,0,0,1
380,2014,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.57523,75.10929,0,2,0,0,2
381,2015,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.399863,73.862448,2,0,0,0,2
382,2015,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.57523,75.10929,0,3,0,0,3
383,2015,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.85145,76.157153,0,3,0,0,3
384,2015,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.47,74.9,0,0,1,0,1
385,2015,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565,74.676,1,0,0,0,1
386,2015,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.279201,74.092399,1,0,0,0,1
387,2015,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.279201,74.092399,1,0,0,0,1
388,2015,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.880953,74.699188,0,0,1,0,1
389,2015,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.70526,74.060559,1,0,0,0,1
390,2015,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.787211,74.573455,0,0,1,0,1
391,2015,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.77,74.1,0,0,1,0,1
392,2015,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.595178,74.097586,0,0,1,0,1
393,2015,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.845177,74.284996,0,0,1,0,1
394,2015,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.762449,74.264114,0,0,1,0,1
395,2015,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.595178,74.097586,0,0,1,0,1
396,2015,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.77,74.1,0,0,1,0,1
397,2015,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.502706,74.169471,0,0,1,0,1
398,2015,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.279201,74.092399,1,0,0,0,1
399,2015,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.732613,74.481536,0,0,3,0,3
400,2015,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.85145,76.157153,0,0,1,0,1
401,2015,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.845177,74.284996,0,0,1,0,1
402,2015,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.595178,74.097586,1,0,0,0,1
403,2015,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.47,74.9,0,0,1,0,1
404,2015,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.636695,74.773751,2,0,0,0,2
405,2016,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,34.69238,74.35925,3,1,0,0,4
406,2016,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.595178,74.097586,1,0,0,0,1
407,2016,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.397871,74.179977,1,0,0,0,1
408,2016,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,33.25,74.25,1,0,0,0,1
409,2016,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.454915,75.272581,0,7,0,1,8
410,2016,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.376415,75.200519,1,0,0,0,1
411,2016,1,Clear,1,Government of India,Government of Pakistan,Jammu and Kashmir,32.565321,74.698272,1,0,0,0,1
